Harry Potter and the Philosopher's Stone, J. K. Rowling, Bloomsbury Pub Limited, 1997, 4.5, 2, Harry Potter is an ordinary boy who lives in a cupboard under the stairs at his Aunt Petunia and Uncle Vernon's house, which he thinks is normal for someone like him who's parents have been killed in a 'car crash'. He is bullied by them and his fat, spoilt cousin Dudley, and lives a very unremarkable life with only the odd hiccup (like his hair growing back overnight!) to cause him much to think about. That is until an owl turns up with a letter addressed to Harry and all hell breaks loose! He is literally rescued by a world where nothing is as it seems and magic lessons are the order of the day. Read and find out how Harry discovers his true heritage at Hogwarts School of Wizardry and Witchcraft, the reason behind his parents mysterious death, who is out to kill him, and how he uncovers the most amazing secret of all time, the fabled Philosopher's Stone! All this and muggles too. Now, what are they?
Invincible, Robert Kirkman, Image Comics, 2016-11-15, , , Mark has returned from the past... to a very different future. Now he has to pick up the pieces of his life and try to put them back together. INVINCIBLE co-creator CORY WALKER returns to the book to set the stage for the next chapter of Invincible's life! Collects issues 127 through 132.
Dune, Frank Herbert, Penguin, 2005, 4, 10, Follows the adventures of Paul Atreides, the son of a betrayed duke given up for dead on a treacherous desert planet and adopted by its fierce, nomadic people, who help him unravel his most unexpected destiny.
